date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-10-28,15.9,8.3,22.8,0,0,3,9.7,,1017.3,
2021-10-29,15.1,6.1,25.6,0,0,38,6.8,,1017.3,
2021-10-30,16.6,5.6,28.3,0,0,352,8.3,,1012.2,
2021-10-31,19.1,9.4,26.7,0,0,181,7.2,,1012.3,
2021-11-01,17.8,9.4,26.7,0,0,197,8.3,,1015.7,
2021-11-02,17.8,7.8,26.7,0,0,273,9.7,,1016,
2021-11-03,16.3,6.1,22.8,0,0,75,9.7,,1016.6,
2021-11-04,12.1,6.1,20,0,0,45,3.2,,1019.5,
2021-11-05,14.4,5.6,26.1,0,0,335,4,,1016.9,
2021-11-06,16.4,6.1,27.2,0,0,27,4.3,,1017,
2021-11-07,17.1,6.1,27.8,0,0,358,4.3,,1015.6,
2021-11-08,17.4,7.8,26.1,0,0,29,5.4,,1016.3,
2021-11-09,18.4,8.3,27.2,0,0,240,6.8,,1016.3,
2021-11-10,18.7,10,24.4,0,0,315,13.7,,1011.7,
2021-11-11,15.8,10,23.3,0,0,18,14.4,,1016.9,
2021-11-12,13.3,2.8,23.3,0,0,30,9,,1020.5,
2021-11-13,13.1,3.9,23.9,0,0,22,6.1,,1020.4,
2021-11-14,14.4,3.3,25,0,0,350,5.8,,1019.6,
2021-11-15,14.3,3.3,25.6,0,0,259,7.6,,1018.8,
2021-11-16,17.1,7.8,26.1,0,0,235,14,,1012.2,
2021-11-17,17.3,10.6,24.4,0,0,207,13.3,,1013.1,
2021-11-18,11.6,5,14.4,0,0,77,13.3,,1025.6,
2021-11-19,8.8,1.1,18.9,0,0,24,5,,1022,
2021-11-20,12.6,2.8,24.4,0,0,315,9,,1016.3,
2021-11-21,15.3,8.3,19.4,0,0,47,15.8,,1020.5,
2021-11-22,11.5,6.7,18.9,0,0,4,9.4,,1024.2,
2021-11-23,11.9,6.1,20.6,0,0,69,9,,1014.9,
2021-11-24,16.7,12.8,21.1,0.5,0,274,16.6,,1012.3,
2021-11-25,11.6,4.4,13.9,0.5,0,23,18.4,,1025,
2021-11-26,6.8,1.1,12.2,1,0,22,7.6,,1023.4,
2021-11-27,8.9,5.6,15.6,6.6,0,232,7.2,,1017.8,
2021-11-28,10.3,3.9,17.2,0,0,28,5.4,,1023.8,
2021-11-29,9.9,1.1,20,0,0,27,4,,1020.9,
2021-11-30,11.8,5.6,21.7,0,0,8,5.8,,1017.7,
2021-12-01,11.4,5,17.8,0,0,15,5.8,,1020.3,
2021-12-02,12.1,5.6,22.8,0,0,355,7.2,,1019.2,
2021-12-03,13.8,5,22.8,0,0,228,7.2,,1015.9,
2021-12-04,12.6,3.9,20.6,0,0,23,5.4,,1016.7,
2021-12-05,14.2,6.1,22.8,0,0,346,6.5,,1012.5,
2021-12-06,11.3,3.9,13.3,0,0,119,7.9,,1017.7,
2021-12-07,10.9,3.9,21.1,0,0,211,11.2,,1013.3,
2021-12-08,11.3,2.8,20,0,0,345,9,,1013.9,
2021-12-09,15.2,7.8,20.6,0,0,244,16.9,,1009.8,
2021-12-10,15.2,10.6,17.8,0.3,0,266,28.8,,1009.1,
2021-12-11,9.1,2.2,13.3,0,0,2,14,,1020.4,
2021-12-12,7.2,0.6,17.8,0,0,11,6.8,,1019.2,
2021-12-13,9.5,0.6,20,0,0,329,9,,1019.4,
2021-12-14,12.4,3.9,22.2,0,0,304,4.7,,1016.7,
2021-12-15,16.9,7.8,21.7,0,0,222,20.5,,1011.3,
2021-12-16,10.2,2.2,16.7,0,0,137,5.4,,1014.4,
2021-12-17,10.1,4.4,18.3,0,0,135,6.8,,1011.4,
2021-12-18,8.9,3.9,13.3,0,0,42,18.4,,1019,
2021-12-19,6.7,2.2,11.7,0,0,11,5.4,,1021.1,
2021-12-20,5.9,-1.6,15.6,0,0,353,4.7,,1020.9,
2021-12-21,6.8,-2.7,17.8,0,0,358,5.4,,1020.1,
2021-12-22,11.1,4.4,20.6,0,0,354,5,,1016.9,
2021-12-23,12.3,3.9,22.8,0,0,203,10.1,,1014.1,
2021-12-24,18.1,10,24.4,0,0,228,25.6,,1008,
2021-12-25,15.2,5.6,22.8,0,0,234,11.5,,1011.2,
2021-12-26,18.1,10,22.8,0,0,215,19.8,,1009,
2021-12-27,13.2,5.6,20,0,0,195,16.9,,1008.6,
2021-12-28,12.1,6.7,16.1,0,0,269,16.6,,1004.6,
2021-12-29,11.3,3.9,15.6,0,0,276,21.2,,1008.6,
2021-12-30,7.9,0,15,0,0,255,11.5,,1012.6,
2021-12-31,9.2,7.2,10,14.7,0,180,16.6,,1006.4,
2022-01-01,9.1,1.1,13.3,0.5,0,270,40.7,,1008.6,
2022-01-02,2.2,-4.3,6.7,0,0,9,7.9,,1027.8,
2022-01-03,1.3,-4.9,10,0,0,22,6.8,,1025.6,
2022-01-04,4.7,-3.8,16.7,0,0,294,16.6,,1019.1,
2022-01-05,9.7,-1.6,17.2,0,0,315,7.9,,1014.3,
2022-01-06,9.9,0.6,18.9,0,0,104,6.5,,1013.8,
2022-01-07,9.9,-0.5,21.1,0,0,261,9.7,,1011.9,
2022-01-08,14.9,10,20.6,0,0,253,18.7,,1011.4,
2022-01-09,11.7,5,11.7,0,0,40,11.9,,1024.8,
2022-01-10,6.5,4.4,8.3,0,0,21,14.8,,1032.3,
2022-01-11,6.3,1.7,12.8,0,0,11,6.5,,1027.5,
2022-01-12,6.3,-1.6,17.2,0,0,28,4.7,,1025.4,
2022-01-13,6.7,-3.2,17.8,0,0,11,5.4,,1022.7,
2022-01-14,10.1,0,21.7,0,0,320,13.3,,1014.3,
2022-01-15,9.9,1.7,11.1,0,0,81,8.6,,1024.9,
2022-01-16,4.7,-3.2,13.9,0,0,2,3.6,,1021.2,
2022-01-17,6.2,-2.7,18.3,0,0,310,9.4,,1017.2,
2022-01-18,13.6,6.7,19.4,0.3,0,272,15.8,,1012.4,
2022-01-19,11.8,6.1,16.7,0,0,251,13.3,,1014.5,
2022-01-20,6.8,-1,9.4,0,0,76,9.7,,1023.1,
2022-01-21,2.7,-3.2,11.7,0,0,138,5.4,,1019.9,
2022-01-22,6.3,0.6,12.2,0,0,46,18.4,,1019.1,
2022-01-23,4.4,-2.7,12.2,0,0,37,7.6,,1018.9,
2022-01-24,6.1,-1,15.6,0,0,357,7.6,,1012.5,
2022-01-25,10,2.8,17.8,0,0,208,13.7,,1011.7,
2022-01-26,9.2,1.1,14.4,0,0,189,10.1,,1016.4,
2022-01-27,7.6,-0.5,16.7,0,0,20,13,,1019,
2022-01-28,6.3,-1,11.1,0,0,20,10.1,,1030.2,
2022-01-29,4.7,-1.6,14.4,0,0,13,8.3,,1024.6,
2022-01-30,7.6,0,17.2,0,0,10,11.2,,1016.2,
2022-01-31,9.1,1.1,18.3,0,0,240,8.6,,1012.8,
2022-02-01,12.7,6.1,17.8,0,0,211,16.2,,1006.8,
2022-02-02,13,-1.6,14.4,7.4,30,197,17.3,,1005,
2022-02-03,-1.7,-6.6,0.6,2.8,50,16,12.2,,1021.5,
2022-02-04,-3.1,-7.7,3.9,0,0,17,4.3,,1034.3,
2022-02-05,0,-5.5,8.3,0,0,8,5,,1026.9,
2022-02-06,3.2,-4.3,13.9,0,0,37,11.5,,1021.8,
2022-02-07,6.1,-2.1,11.7,0,0,15,6.8,,1028.4,
2022-02-08,5.5,-3.8,16.1,0,0,17,5.4,,1022.4,
2022-02-09,8.3,1.1,18.3,0,0,28,9.4,,1018.1,
2022-02-10,9.1,-1,19.4,0,0,344,9.4,,1016.7,
2022-02-11,12.6,3.3,21.7,0,0,313,7.9,,1012.2,
2022-02-12,9.9,2.8,11.1,0,0,71,12.6,,1024.5,
2022-02-13,6.2,-2.1,16.7,0,0,39,5,,1027.1,
2022-02-14,8.9,-2.7,20.6,0,0,224,5.4,,1019.8,
2022-02-15,12,2.8,23.9,0,0,217,18.4,,1010.1,
2022-02-16,15.6,5,21.7,0,0,233,25.6,,1005.2,
2022-02-17,8.7,1.7,12.8,0,0,312,15.8,,1016.8,
2022-02-18,4.9,-3.8,15,0,0,29,5.8,,1022.8,
2022-02-19,7.7,-1.6,18.9,0,0,23,7.2,,1021.2,
2022-02-20,10.4,0.6,22.8,0,0,252,12.2,,1013.9,
2022-02-21,15.4,8.9,21.7,0,0,231,29.2,,1006.8,
2022-02-22,13.1,5,21.7,0,0,240,19.1,,1010,
2022-02-23,11.9,3.9,20,0,0,159,21.6,,1009.5,
2022-02-24,11.2,0.6,14.4,0,0,321,18,,1014.1,
2022-02-25,6.4,-1,15.6,0,0,76,8.3,,1018.6,
2022-02-26,8.8,0,20.6,0,0,312,8.3,,1018.5,
2022-02-27,10.9,1.7,18.3,0,0,13,10.8,,1024.4,
2022-02-28,10.3,3.3,20,0,0,16,12.6,,1020.6,
2022-03-01,14.5,9.4,23.3,0,0,10,11.2,,1016.4,
2022-03-02,14.8,5,26.1,0,0,17,7.9,,1016.1,
2022-03-03,16,6.7,25,0,0,24,7.6,,1014.5,
2022-03-04,18.5,11.1,26.1,0,0,241,23.8,,1009.1,
2022-03-05,16.3,7.8,22.8,0,0,242,19.1,,1009.7,
2022-03-06,14.2,8.9,16.7,0,0,273,27.7,,1011.1,
2022-03-07,9.6,0.6,17.2,0,0,83,13,,1015.5,
2022-03-08,7.2,-0.5,15,0,0,5,9.4,,1013,
2022-03-09,8.3,-1,18.9,0,0,302,15.8,,1009,
2022-03-10,13.2,2.8,21.7,0,0,230,21.6,,1006.6,
2022-03-11,9.8,-1,13.9,2.8,0,354,13.3,,1017.6,
2022-03-12,5.7,-1.6,15.6,0,0,94,6.1,,1023.8,
2022-03-13,9.1,-3.8,21.7,0,0,303,10.8,,1015.1,
2022-03-14,16.6,8.3,21.1,0,0,325,21.6,,1015.7,
2022-03-15,13.3,2.2,23.3,0,0,61,5.4,,1020.3,
2022-03-16,15.8,4.4,27.8,0,0,239,17.3,,1008.8,
2022-03-17,18.8,6.7,21.7,0,0,298,27.4,,1006.9,
2022-03-18,10.4,1.7,17.8,0,0,106,6.5,,1017.2,
2022-03-19,12.4,2.8,23.3,0,0,17,6.1,,1016.4,
2022-03-20,17.3,7.8,28.3,0,0,275,19.1,,1005.9,
2022-03-21,13.7,7.8,15,1,0,270,28.8,,1004.5,
2022-03-22,8.7,5.6,11.7,0,0,54,13,,1014.8,
2022-03-23,8.6,4.4,16.1,0,0,351,12.6,,1019.2,
2022-03-24,13.4,6.1,23.9,0,0,201,11.5,,1016.2,
2022-03-25,16.2,4.4,27.8,0,0,22,5.8,,1015.5,
2022-03-26,17.9,5.6,30.6,0,0,41,7.6,,1012.8,
2022-03-27,19.8,6.7,31.1,0,0,315,7.6,,1008.9,
2022-03-28,22.3,13.9,29.4,0,0,243,16.2,,1007.8,
2022-03-29,20.7,8.9,22.8,0,0,257,35.6,,1002.5,
2022-03-30,12.6,7.8,21.1,0,0,265,33.8,,1006.6,
2022-03-31,16.3,7.8,23.3,0,0,221,10.4,,1007.2,
2022-04-01,17.8,8.9,26.7,0,0,267,16.9,,1006.9,
2022-04-02,19.2,9.4,28.9,0,0,265,7.9,,1011.8,
2022-04-03,20.6,9.4,28.9,0,0,226,10.4,,1006.6,
2022-04-04,20.4,11.7,26.7,0,0,287,17.3,,1003.4,
2022-04-05,22.5,15,30.6,0,0,270,29.9,,1002.8,
2022-04-06,22.9,16.1,28.3,0,0,358,13.7,,1008.9,
2022-04-07,18.1,8.9,23.9,0,0,16,13.7,,1018.5,
2022-04-08,15.6,3.9,24.4,0,0,75,9.7,,1018.2,
2022-04-09,18.6,3.9,31.1,0,0,245,17.3,,1009.5,
2022-04-10,24.2,18.9,28.9,0,0,248,36,,1002,
2022-04-11,22.6,16.1,29.4,0,0,236,30.6,,1003.6,
2022-04-12,22.5,16.1,27.2,0,0,237,38.5,,1001.3,
2022-04-13,17.5,11.1,22.2,0,0,295,25.9,,1008.8,
2022-04-14,16.4,3.9,26.7,0,0,177,9.7,,1010.2,
2022-04-15,19.9,10.6,30.6,0,0,261,13.7,,1007.6,
2022-04-16,23.3,12.2,29.4,0,0,229,16.6,,1009,
2022-04-17,24.4,16.1,31.7,0,0,9,14,,1010.8,
2022-04-18,21.4,7.2,33.9,0,0,87,13.7,,1011.2,
2022-04-19,24.7,15.6,32.8,0,0,315,18.4,,1006.2,
2022-04-20,26.5,19.4,33.3,0,0,253,21.6,,1005.2,
2022-04-21,26.1,15.6,32.2,0,0,211,14.4,,1008.4,
2022-04-22,26.1,18.3,33.3,0,0,223,32,,1004.6,
2022-04-23,22.6,15.6,27.8,0,0,302,18.4,,1005.1,
2022-04-24,19.7,8.3,27.2,0,0,322,13.3,,1007.5,
2022-04-25,19.9,11.7,26.1,0,0,75,19.8,,1013.9,
2022-04-26,18.9,11.7,27.2,0,0,113,18.7,,1016.7,
2022-04-27,22.7,16.1,32.8,0,0,271,14,,1009,
2022-04-28,25.9,15,31.7,0,0,247,23.8,,1005.1,
2022-04-29,25.2,20,29.4,0,0,282,24.1,,1004.1,
2022-04-30,22.7,10.6,30,0,0,80,12.2,,1007,
2022-05-01,23.7,15.6,32.8,0,0,261,18,,1003.7,
2022-05-02,25.9,18.9,31.7,0,0,267,26.6,,1004.5,
2022-05-03,25.4,18.9,31.1,0,0,240,20.5,,1005.5,
2022-05-04,25.9,21.1,31.1,0,0,270,24.5,,1004.2,
2022-05-05,23.1,13.3,29.4,0,0,327,13.3,,1009.8,
2022-05-06,24.3,15,34.4,0,0,223,15.1,,1008.6,
2022-05-07,27.7,18.9,35.6,0,0,247,23,,1004.1,
2022-05-08,28.2,20.6,34.4,0,0,247,31.3,,1001.3,
2022-05-09,26.8,20.6,33.3,0,0,243,27.7,,1003.5,
2022-05-10,27.2,15.6,35,0,0,220,9.7,,1008,
2022-05-11,28.2,17.2,36.1,0,0,235,17.6,,1007.3,
2022-05-12,28.5,20,32.8,0,0,284,17.3,,1008.3,
2022-05-13,24.9,11.7,33.3,0,0,336,9,,1008.9,
2022-05-14,24.1,12.2,35.6,0,0,4,8.6,,1010,
2022-05-15,25.3,10,37.2,0,0,17,5,,1008.8,
2022-05-16,27.9,16.1,38.3,0,0,243,11.5,,1005.5,
2022-05-17,30.7,24.4,35.6,0,0,258,23.4,,1006,
2022-05-18,29.8,22.2,35.6,0,0,262,19.1,,1007.1,
2022-05-19,29.2,21.1,35,0,0,258,25.9,,1002.5,
2022-05-20,27.8,22.8,33.3,0,0,256,32,,999.5,
2022-05-21,26.6,18.3,33.3,0,0,224,13.3,,1006.7,
2022-05-22,22.1,15.6,24.4,0,0,91,16.9,,1014.1,
2022-05-23,21.7,13.9,33.3,0,0,205,15.8,,1006.3,
2022-05-24,26.2,15.6,31.7,0,0,281,22,,1001.9,
2022-05-25,21.4,11.1,32.2,0,0,192,8.6,,1008.3,
2022-05-26,25.6,15.6,36.1,0,0,18,8.3,,1009,
2022-05-27,28.9,17.8,39.4,0,0,229,11.9,,1008.1,
2022-05-28,32.6,24.4,38.9,0,0,235,25.9,,1002.6,
2022-05-29,29.2,22.8,35.6,0,0,242,30.6,,997.8,
2022-05-30,27.6,21.7,33.9,0,0,261,22.7,,1000.7,
2022-05-31,27.6,17.8,35,0,0,259,9.4,,1002.9,
2022-06-01,28.8,17.2,37.8,0,0,3,13.3,,1004.1,
2022-06-02,26.8,20,33.9,3,0,81,12.2,,1007.1,
2022-06-03,25.8,18.3,36.7,0,0,174,13.3,,1005.3,
2022-06-04,30.6,20,36.7,0,0,300,16.9,,1003.5,
2022-06-05,30.8,23.3,36.7,0,0,288,18.4,,1002.6,
2022-06-06,31.8,23.9,38.3,0,0,268,18,,1002,
2022-06-07,33.3,26.1,40,0,0,253,16.2,,1003,
2022-06-08,32.7,24.4,41.1,0,0,38,19.4,,1004.6,
2022-06-09,29.2,22.2,37.2,0,0,69,9.4,,1008.4,
2022-06-10,31.4,22.2,40.6,0,0,292,7.2,,1006.3,
2022-06-11,33.4,24.4,41.7,0,0,227,9.4,,1004.4,
2022-06-12,35.4,26.1,41.1,0,0,299,18.4,,1003.3,
2022-06-13,34.9,28.3,40.6,0,0,283,22.7,,1002.3,
2022-06-14,32.8,26.7,38.9,0,0,256,20.5,,1003.5,
2022-06-15,31.6,22.8,38.9,0,0,203,11.9,,1005,
2022-06-16,32.6,23.3,39.4,0.5,0,109,15.8,,1007.1,
2022-06-17,29.5,22.2,37.2,0,0,155,14.4,,1007.6,
2022-06-18,30.4,22.8,37.2,0,0,275,15.8,,1006.9,
2022-06-19,31.1,20,35.6,9.7,0,354,15.8,,1008.9,
2022-06-20,23.2,18.9,29.4,7.6,0,102,7.9,,1012.7,
2022-06-21,22.4,18.9,26.7,3.6,0,37,14.4,,1015.9,
2022-06-22,24.1,20,31.7,1.5,0,357,16.9,,1014.8,
2022-06-23,26.3,21.7,34.4,0,0,357,13.7,,1010.3,
2022-06-24,29.2,22.2,35.6,0,0,327,11.5,,1007.8,
2022-06-25,29.9,23.9,36.7,0,0,9,13,,1009.2,
2022-06-26,28,21.7,33.3,0,0,60,23.4,,1014.3,
2022-06-27,27,22.2,32.8,0,0,85,16.6,,1016.6,
2022-06-28,27.3,21.7,33.9,0,0,54,16.6,,1015.9,
2022-06-29,28.4,22.2,34.4,5.6,0,102,12.2,,1014.8,
2022-06-30,27.7,22.2,36.1,0,0,123,7.6,,1011.3,
2022-07-01,30.4,23.9,36.7,0,0,286,10.8,,1008.1,
2022-07-02,29.9,22.2,37.2,0.3,0,340,10.4,,1007.3,
2022-07-03,29.4,22.2,36.7,0,0,96,10.1,,1007.6,
2022-07-04,30,22.2,36.7,0,0,151,14.4,,1008.5,
2022-07-05,26.5,21.7,35,0,0,331,9.4,,1010.1,
2022-07-06,29.6,23.9,36.7,0,0,216,13.3,,1009.3,
2022-07-07,30.3,22.8,37.2,2.3,0,163,10.8,,1009.8,
2022-07-08,27.1,21.7,36.7,0.3,0,97,11.9,,1013.4,
2022-07-09,30.8,23.3,38.3,0,0,62,13,,1014.7,
2022-07-10,30.3,24.4,37.2,1,0,25,9,,1013,
2022-07-11,29.6,22.2,38.3,0.8,0,137,7.2,,1008.9,
2022-07-12,31.1,24.4,37.8,0,0,71,14,,1009.4,
2022-07-13,31.2,24.4,37.8,0,0,54,14.4,,1010.8,
2022-07-14,30.7,23.9,36.7,0,0,127,10.8,,1011.5,
2022-07-15,31.7,23.3,38.9,0,0,87,11.2,,1011.3,
2022-07-16,31.4,22.8,37.8,0,0,127,12.2,,1009.7,
2022-07-17,31.6,24.4,38.3,0,0,96,10.8,,1008.6,
2022-07-18,32.2,23.9,40,0,0,64,9.7,,1009.2,
2022-07-19,33.6,25,41.7,0,0,179,9,,1007.3,
2022-07-20,34.9,28.3,42.2,0,0,338,15.1,,1006.7,
2022-07-21,33.7,27.2,40.6,0,0,69,13.7,,1007,
2022-07-22,32.6,27.2,38.3,0,0,153,14,,1007.5,
2022-07-23,32,25,38.3,0,0,130,10.8,,1007.7,
2022-07-24,29.9,23.3,36.1,0.3,0,127,14.4,,1008.8,
2022-07-25,28.8,22.2,35.6,1.3,0,235,13.7,,1009.2,
2022-07-26,28.2,21.1,35,0,0,212,16.9,,1010.1,
2022-07-27,27.4,22.2,33.3,0,0,181,11.9,,1010.8,
2022-07-28,28.7,21.7,36.1,0,0,138,10.4,,1009.1,
2022-07-29,29.2,22.2,35.6,0,0,14,11.9,,1009.8,
2022-07-30,28.2,22.2,36.1,0,0,71,10.8,,1011.3,
2022-07-31,30.4,22.8,37.8,0,0,17,14.4,,1011.7,
2022-08-01,31.8,23.9,40,0,0,81,8.6,,1009.8,
2022-08-02,32.1,23.9,39.4,2.8,0,66,12.6,,1007.5,
2022-08-03,31,22.2,38.9,0.3,0,178,15.1,,1006.1,
2022-08-04,29.1,20,37.8,0.8,0,353,12.6,,1009.5,
2022-08-05,30.3,22.2,38.3,0,0,20,13.3,,1008.9,
2022-08-06,31.1,24.4,37.8,0,0,89,13.3,,1008.5,
2022-08-07,30.7,24.4,37.2,0,0,60,9,,1010.5,
2022-08-08,27.7,21.7,34.4,0,0,55,8.6,,1011.9,
2022-08-09,28.3,21.7,35.6,0,0,51,11.2,,1011.9,
2022-08-10,28.3,21.7,36.1,0,0,53,14.4,,1013.5,
2022-08-11,28.7,22.8,31.1,0,0,29,16.2,,1014.4,
2022-08-12,26,21.7,35.6,1,0,39,13,,1013.9,
2022-08-13,26.8,23.3,34.4,0,0,327,10.4,,1012.7,
2022-08-14,29.7,22.2,36.7,0,0,87,9.4,,1009.5,
2022-08-15,30.8,22.8,36.7,0,0,118,12.6,,1006.9,
2022-08-16,27.7,20,32.2,0.8,0,62,15.8,,1009.1,
2022-08-17,21.8,19.4,25.6,23.1,0,46,13,,1012.7,
2022-08-18,23.6,21.1,29.4,0,0,63,15.1,,1012.1,
2022-08-19,24.8,20,30,11.4,0,112,13,,1009.1,
2022-08-20,23.7,19.4,29.4,18.8,0,174,15.5,,1010,
2022-08-21,23.4,21.1,29.4,0.5,0,277,10.8,,1012.8,
2022-08-22,24.8,21.7,31.7,11.7,0,53,6.1,,1012.7,
2022-08-23,24.1,21.7,28.3,0,0,80,9.7,,1011,
2022-08-24,24.9,21.7,29.4,0,0,72,10.4,,1012.1,
2022-08-25,25.3,20.6,31.7,0,0,43,10.4,,1013.6,
2022-08-26,26.8,21.1,32.8,0,0,102,8.6,,1011.4,
2022-08-27,27.5,21.7,34.4,0,0,154,9,,1007.4,
2022-08-28,27,22.8,35.6,0,0,226,9.4,,1005.2,
2022-08-29,28.9,22.2,36.1,0,0,37,10.8,,1007.1,
2022-08-30,25.3,19.4,30,0,0,57,17.3,,1013.7,
2022-08-31,23.7,20.6,27.8,1,0,77,13,,1014.5,
2022-09-01,22.6,20,27.8,0,0,60,12.6,,1012.6,
2022-09-02,24.3,20.6,31.7,0,0,62,8.6,,1012,
2022-09-03,25.3,21.1,31.1,0,0,74,15.5,,1015.1,
2022-09-04,25.6,20,31.1,0,0,73,13.7,,1014.2,
2022-09-05,25,18.3,32.2,0,0,111,7.9,,1012,
2022-09-06,25.9,17.2,33.3,0,0,85,9.4,,1014.6,
2022-09-07,26.1,18.3,32.8,0,0,62,12.2,,1015.9,
2022-09-08,25.5,17.8,32.2,0,0,92,8.6,,1010.3,
2022-09-09,26.6,20.6,34.4,0,0,194,11.5,,1004.1,
2022-09-10,27.2,20.6,35,0,0,91,9.7,,1008.1,
2022-09-11,26.3,21.1,30,0,0,87,16.9,,1015.9,
2022-09-12,24.9,18.3,32.8,37.8,0,56,9,,1013.1,
2022-09-13,23.8,19.4,30.6,0.8,0,201,13,,1009.8,
2022-09-14,23.2,17.2,31.1,0,0,339,7.2,,1010.2,
2022-09-15,25.6,20,32.8,0,0,234,7.2,,1010.1,
2022-09-16,26.4,18.3,33.9,0,0,243,9.4,,1009.4,
2022-09-17,27.6,21.1,33.9,0,0,156,10.8,,1007.3,
2022-09-18,26.7,19.4,31.7,3.3,0,15,11.5,,1008.8,
2022-09-19,22.7,19.4,32.2,0,0,13,10.4,,1011.3,
2022-09-20,25.9,20.6,33.9,0,0,34,6.8,,1011.1,
2022-09-21,28.1,21.1,34.4,0,0,96,6.1,,1010.3,
2022-09-22,28.5,21.7,33.9,0,0,56,7.9,,1010.9,
2022-09-23,27.6,21.1,34.4,0,0,122,7.2,,1011,
2022-09-24,27.6,18.9,35.6,0,0,339,9.4,,1011.3,
2022-09-25,27.2,22.8,30,0,0,17,14.8,,1012.4,
2022-09-26,26.6,21.7,31.7,0,0,87,16.6,,1015.3,
2022-09-27,24.5,16.7,31.1,0,0,98,11.9,,1016.2,
2022-09-28,25,17.2,31.1,0,0,87,14.8,,1017.8,
2022-09-29,23.2,15.6,29.4,0,0,92,9.7,,1016.9,
2022-09-30,23.2,14.4,30.6,0,0,43,5.8,,1011.1,
2022-10-01,23.8,15.6,30.6,0,0,143,9.7,,1009.9,
2022-10-02,23.2,17.8,30,0,0,65,10.8,,1013.7,
2022-10-03,23.2,17.2,30,1,0,18,9.4,,1013.9,
2022-10-04,22,14.4,28.3,5.1,0,15,8.6,,1012.9,
2022-10-05,20.5,16.1,27.2,1.3,0,34,7.2,,1015.3,
2022-10-06,18.9,16.1,23.9,7.4,0,358,14.8,,1018.5,
2022-10-07,18.6,16.1,21.7,11.4,0,9,13.3,,1020,
2022-10-08,18.4,15.6,23.3,5.1,0,88,14.4,,1020.4,
2022-10-09,18.2,14.4,23.9,9.7,0,20,12.6,,1019.1,
2022-10-10,17.8,13.3,24.4,0.3,0,7,7.6,,1015.8,
2022-10-11,19.5,12.8,26.7,0,0,218,8.3,,1013,
2022-10-12,22.1,15,29.4,0,0,330,6.8,,1014.1,
2022-10-13,21.1,13.3,28.9,0,0,9,3.2,,1013.4,
2022-10-14,21.4,14.4,27.2,0,0,329,5.8,,1010.2,
2022-10-15,22.4,15,31.7,0,0,156,9.4,,1009.3,
2022-10-16,21.6,13.3,26.7,4.8,0,66,15.5,,1011.1,
2022-10-17,14.9,12.2,15.6,0.3,0,61,17.6,,1018,
2022-10-18,14.7,10.6,20.6,0,0,68,8.3,,1021.1,
2022-10-19,14.5,8.9,22.8,0,0,29,6.8,,1022.3,
2022-10-20,16.2,8.3,26.1,0,0,15,4,,1017.2,
2022-10-21,18.8,10,28.9,0,0,248,9.4,,1011.6,
2022-10-22,23.5,17.8,29.4,0,0,236,19.1,,1005.4,
2022-10-23,24.1,17.2,27.8,0,0,232,29.9,,1001.4,
2022-10-24,16.8,7.8,17.8,2.3,0,277,24.8,,1009.6,
2022-10-25,12.9,3.9,20.6,0,0,339,8.6,,1016,
2022-10-26,14.3,5,23.9,0,0,246,10.1,,1011.5,
2022-10-27,18.8,9.4,23.9,0,0,256,25.6,,1008.8,
2022-10-28,12.9,4.4,20,0,0,11,8.6,,1021.2,
2022-10-29,13.2,5.6,21.7,0,0,21,5,,1018.8,
2022-10-30,14.3,6.1,23.9,0,0,7,5,,1013.3,
2022-10-31,16.5,9.4,24.4,0,0,13,8.6,,1011.8,
2022-11-01,15.8,6.7,23.9,0,0,38,3.6,,1014.4,
2022-11-02,17.6,8.9,26.1,0,0,216,9.7,,1013.2,
2022-11-03,18.7,10.6,26.1,0,0,220,24.1,,1008,
2022-11-04,12.9,6.7,15.6,0,0,280,24.1,,1013.4,
2022-11-05,11.1,2.8,20,0,0,210,12.6,,1012.4,
2022-11-06,16.3,6.7,25.6,0,0,194,6.8,,1011.4,
2022-11-07,15.3,7.2,23.3,0,0,5,9.7,,1014.8,
2022-11-08,17.1,8.3,27.8,0,0,17,6.8,,1013.9,
2022-11-09,17.4,7.8,27.2,0,0,239,14.4,,1010.8,
2022-11-10,18.8,11.7,21.7,0,0,299,14.8,,1009.3,
2022-11-11,13.9,6.1,17.2,0,0,19,12.2,,1014.1,
2022-11-12,9.3,1.7,17.8,0,0,21,4.7,,1018.3,
2022-11-13,11,2.8,19.4,0,0,234,8.3,,1010.5,
2022-11-14,13.5,6.1,16.1,0,0,303,18.4,,1013.3,
2022-11-15,8.7,1.7,15,0,0,60,7.9,,1019.6,
2022-11-16,7.9,3.9,12.8,0,0,62,15.5,,1024.5,
2022-11-17,5.9,0,14.4,0,0,17,7.6,,1024.1,
2022-11-18,7.5,1.7,14.4,0,0,57,14.4,,1017.8,
2022-11-19,5.4,2.2,8.9,0,0,69,16.2,,1023.3,
2022-11-20,5.2,1.7,10,0,0,72,5,,1024.3,
2022-11-21,5.6,-2.7,15.6,0,0,23,6.5,,1023.4,
2022-11-22,7.8,1.1,17.8,0,0,18,11.5,,1020.1,
2022-11-23,10.7,1.7,20,0,0,331,11.9,,1013.2,
2022-11-24,11.5,2.8,15,0,0,18,15.1,,1016.2,
2022-11-25,6.1,2.2,7.8,3,0,42,16.6,,1023.1,
